TransactionID,Date,BranchCode,CustomerID,TellerID,Amount,TransactionType,Currency
CA00013910,2025-02-25,BR026,C502605,TLR-2122,574.1,cash deposit,CAD
CA00011169,2025-02-27,BR013,C500876,TLR-7284,627.57,cash withdrawal,CAD
CA00010871,2025-02-15,BR011,C501195,TLR-4473,3317.56,cash withdrawal,CAD
CA00009823,2025-02-06,BR006,C500135,TLR-8609,540.78,cash withdrawal,CAD
CA00011018,2025-02-22,BR012,C503029,TLR-1620,241.9,cash withdrawal,CAD
CA00013311,2025-02-07,BR024,C503278,TLR-9434,596.38,cash deposit,CAD
CA00012669,2025-02-06,BR020,C502128,TLR-5485,709.84,cash withdrawal,USD
CA00011184,2025-02-15,BR013,C501298,TLR-7996,846.58,cash withdrawal,CAD
CA00013276,2025-02-02,BR024,C502879,TLR-8019,421.65,cash deposit,CAD
CA00011815,2025-02-14,BR016,C503046,TLR-7647,570.62,cash deposit,CAD
CA00009487,2025-02-25,BR004,C501613,TLR-3925,3027.72,cash withdrawal,CAD
CA00012024,2025-02-24,BR017,C503105,TLR-9746,7723.76,cash withdrawal,CAD
CA00014777,2025-02-01,BR031,C503729,TLR-3578,1544.85,cash deposit,CAD
CA00009234,2025-02-02,BR003,C501928,TLR-5716,325.61,cash withdrawal,CAD
CA00012095,2025-02-25,BR017,C500904,TLR-1418,293.87,cash deposit,CAD
CA00015791,2025-02-12,BR036,C501420,TLR-6314,3037.36,cash deposit,CAD
CA00016797,2025-02-11,BR040,C500933,TLR-1381,293.27,cash deposit,CAD
CA00014147,2025-02-17,BR028,C501199,TLR-7431,4505.36,cash withdrawal,CAD
CA00014428,2025-02-26,BR030,C500653,TLR-7139,496.83,cash deposit,CAD
CA00009644,2025-02-17,BR004,C501447,TLR-5047,505.27,cash withdrawal,CAD
CA00015740,2025-02-05,BR036,C501108,TLR-4892,488.5,cash deposit,CAD
CA00011540,2025-02-17,BR015,C500064,TLR-4754,859.92,cash withdrawal,CAD
CA00010747,2025-02-07,BR010,C502193,TLR-5917,628.09,cash deposit,CAD
CA00016390,2025-02-01,BR038,C502483,TLR-9995,670.54,cash deposit,CAD
CA00016241,2025-02-12,BR037,C502470,TLR-9363,1462.34,cash withdrawal,CAD
CA00011769,2025-02-06,BR016,C503446,TLR-4850,765.88,cash deposit,CAD
CA00012338,2025-02-01,BR019,C501225,TLR-2251,670.98,cash deposit,CAD
CA00016385,2025-02-05,BR038,C501198,TLR-9982,1100.35,cash withdrawal,CAD
CA00010483,2025-02-02,BR008,C501807,TLR-2307,2104.31,cash deposit,CAD
CA00010544,2025-02-17,BR009,C500042,TLR-2623,950.51,cash withdrawal,CAD
CA00009472,2025-02-23,BR004,C503906,TLR-2178,271.78,cash deposit,CAD
CA00009477,2025-02-01,BR004,C502717,TLR-2026,726.66,cash deposit,CAD
CA00013158,2025-02-11,BR023,C503112,TLR-1158,1032.64,cash deposit,CAD
CA00015867,2025-02-15,BR036,C502928,TLR-7719,458.2,cash withdrawal,CAD
CA00012308,2025-02-17,BR019,C500522,TLR-4127,3938.92,cash deposit,CAD
CA00011611,2025-02-14,BR015,C502208,TLR-8012,285.41,cash deposit,CAD
CA00014302,2025-02-02,BR029,C503892,TLR-3328,639.26,cash withdrawal,CAD
CA00012541,2025-02-18,BR019,C500832,TLR-4544,1659.02,cash deposit,CAD
CA00015784,2025-02-08,BR036,C502860,TLR-5413,1432.91,cash deposit,CAD
CA00015216,2025-02-28,BR033,C502349,TLR-4524,1129.48,cash withdrawal,CAD
CA00016562,2025-02-08,BR039,C500660,TLR-5152,1277.02,cash deposit,CAD
CA00011859,2025-02-06,BR016,C503158,TLR-2276,1336.17,cash withdrawal,CAD
CA00015422,2025-02-23,BR034,C502863,TLR-4936,1371.09,cash withdrawal,CAD
CA00016025,2025-02-12,BR037,C501632,TLR-4092,319.97,cash withdrawal,CAD
CA00012746,2025-02-02,BR020,C500184,TLR-2565,1473.31,cash withdrawal,USD
CA00012720,2025-02-07,BR020,C502288,TLR-4880,352.12,cash deposit,USD
CA00010564,2025-02-02,BR009,C503601,TLR-5372,3867.51,cash deposit,CAD
CA00015619,2025-02-21,BR035,C502330,TLR-7380,546.73,cash withdrawal,CAD
CA00010226,2025-02-08,BR007,C501848,TLR-7757,2316.87,cash withdrawal,CAD
CA00008872,2025-02-19,BR001,C501933,TLR-5325,448.21,cash deposit,CAD
CA00014881,2025-02-22,BR031,C501582,TLR-5253,1505.7,cash withdrawal,CAD
CA00013415,2025-02-24,BR024,C500820,TLR-3958,1435.23,cash deposit,CAD
CA00010686,2025-02-14,BR010,C503606,TLR-3753,668.72,cash deposit,CAD
CA00010892,2025-02-11,BR011,C503042,TLR-7906,616.6,cash withdrawal,CAD
CA00014974,2025-02-28,BR031,C501410,TLR-9813,1827.22,cash deposit,CAD
CA00015656,2025-02-21,BR035,C503344,TLR-4097,436.92,cash withdrawal,CAD
CA00013330,2025-02-01,BR024,C501666,TLR-8631,774.95,cash deposit,CAD
CA00015213,2025-02-17,BR033,C502678,TLR-5234,745.14,cash deposit,CAD
CA00009895,2025-02-08,BR006,C503495,TLR-1338,1365.93,cash deposit,CAD
CA00009288,2025-02-06,BR003,C501830,TLR-5194,1806.32,cash deposit,CAD
CA00015521,2025-02-13,BR035,C501488,TLR-2172,680.51,cash deposit,CAD
CA00012128,2025-02-01,BR017,C501150,TLR-7126,1256.7,cash withdrawal,CAD
CA00010454,2025-02-21,BR008,C500222,TLR-4784,847.83,cash deposit,CAD
CA00014919,2025-02-10,BR031,C500636,TLR-5052,1388.53,cash deposit,CAD
CA00014880,2025-02-27,BR031,C502774,TLR-2645,2041.95,cash deposit,CAD
CA00014005,2025-02-26,BR027,C501395,TLR-7238,490.18,cash deposit,CAD
CA00012758,2025-02-24,BR020,C501326,TLR-2725,845.57,cash deposit,USD
CA00012528,2025-02-26,BR019,C503213,TLR-5669,915.13,cash deposit,CAD
CA00015874,2025-02-14,BR036,C502185,TLR-4148,1797.58,cash deposit,CAD
CA00010814,2025-02-04,BR010,C502697,TLR-1194,949.38,cash withdrawal,CAD
CA00016498,2025-02-08,BR039,C502502,TLR-3673,531.75,cash withdrawal,CAD
CA00015096,2025-02-08,BR032,C500753,TLR-1895,305.76,cash deposit,CAD
CA00010176,2025-02-02,BR007,C501365,TLR-5248,337.15,cash deposit,CAD
CA00016297,2025-02-06,BR038,C500715,TLR-3420,710.37,cash withdrawal,CAD
CA00010244,2025-02-16,BR007,C500005,TLR-6454,824.46,cash withdrawal,CAD
CA00013830,2025-02-18,BR026,C500901,TLR-5978,-870.18,cash withdrawal,CAD
CA00008709,2025-02-25,BR001,C502795,TLR-5394,2088.85,cash withdrawal,CAD
CA00010501,2025-02-17,BR008,C501938,TLR-3674,799.34,cash deposit,CAD
CA00011128,2025-02-13,BR012,C502225,TLR-8622,2258.72,cash deposit,CAD
CA00015243,2025-02-09,BR033,C502771,TLR-1103,748.92,cash deposit,CAD
CA00010806,2025-02-05,BR010,C503178,TLR-4867,558.92,cash deposit,CAD
CA00015715,2025-02-04,BR036,C502457,TLR-2286,474.28,cash withdrawal,CAD
CA00013042,2025-02-08,BR022,C502301,TLR-6102,1008.82,cash deposit,CAD
CA00013563,2025-02-09,BR025,C501391,TLR-9341,987.69,cash deposit,CAD
CA00014590,2025-02-21,BR030,C502556,TLR-7019,763.34,cash deposit,CAD
CA00014197,2025-02-12,BR028,C501782,TLR-2163,1661.22,cash deposit,CAD
CA00015451,2025-02-28,BR034,C501763,TLR-2539,2562.96,cash withdrawal,CAD
CA00013973,2025-02-28,BR027,C502781,TLR-3522,693.17,cash withdrawal,CAD
CA00011906,2025-02-03,BR016,C500505,TLR-1836,1438.96,cash deposit,CAD
CA00014562,2025-02-04,BR030,C502784,TLR-5920,2548.27,cash withdrawal,CAD
CA00016143,2025-02-19,BR037,C500720,TLR-3292,850.99,cash deposit,CAD
CA00010349,2025-02-12,BR008,C501088,TLR-8691,1796.09,cash deposit,CAD
CA00014954,2025-02-20,BR031,C500669,TLR-9415,1212.61,cash deposit,CAD
CA00017681,2025-02-20,BR040,C502181,TLR-4721,779.82,cash deposit,CAD
CA00009388,2025-02-28,BR003,C501624,TLR-7702,505.58,cash deposit,CAD
CA00009711,2025-02-02,BR005,C502600,TLR-4808,598.77,cash deposit,CAD
CA00011031,2025-02-09,BR012,C502317,TLR-3657,1359.88,cash withdrawal,CAD
CA00010118,2025-02-10,BR007,C503144,TLR-2623,696.59,cash withdrawal,CAD
CA00010514,2025-02-23,BR008,C500369,TLR-2407,1109.66,cash deposit,CAD
CA00011175,2025-02-19,BR013,C501749,TLR-4873,1722.22,cash deposit,CAD
CA00012321,2025-02-11,BR019,C502410,TLR-8943,483.54,cash deposit,CAD
CA00009061,2025-02-01,BR002,C500865,TLR-9820,-2152.94,cash withdrawal,CAD
CA00013438,2025-02-22,BR025,C500750,TLR-8823,104.23,cash deposit,CAD
CA00017563,2025-02-23,BR040,C502922,TLR-4283,19662.66,cash withdrawal,CAD
CA00010506,2025-02-05,BR008,C503273,TLR-8110,414.42,cash deposit,CAD
CA00015449,2025-02-01,BR034,C502478,TLR-5382,637.62,cash withdrawal,CAD
CA00014000,2025-02-18,BR027,C503507,TLR-5627,799.01,cash deposit,CAD
CA00016759,2025-02-25,BR040,C503557,TLR-1298,773.0,cash withdrawal,CAD
CA00008787,2025-02-03,BR001,C501455,TLR-8401,2062.24,cash withdrawal,CAD
CA00011485,2025-02-07,BR015,C500937,TLR-8418,2318.26,cash withdrawal,CAD
CA00010946,2025-02-20,BR012,C503529,TLR-2787,4979.07,cash deposit,CAD
CA00009937,2025-02-04,BR006,C502605,TLR-8105,727.13,cash deposit,CAD
CA00014758,2025-02-23,BR031,C501249,TLR-9121,807.47,cash withdrawal,CAD
CA00009139,2025-02-04,BR002,C503065,TLR-1590,376.09,cash deposit,CAD
CA00013571,2025-02-10,BR025,C503557,TLR-1548,2722.76,cash deposit,CAD
CA00015842,2025-02-28,BR036,C501680,TLR-4126,2710.13,cash deposit,CAD
CA00013900,2025-02-20,BR026,C501589,TLR-6253,-1915.7,cash withdrawal,CAD
CA00016804,2025-02-12,BR040,C500827,TLR-3313,1259.38,cash withdrawal,CAD
CA00014252,2025-02-19,BR029,C502283,TLR-5984,536.18,cash withdrawal,CAD
CA00010651,2025-02-25,BR010,C500713,TLR-3794,375.73,cash withdrawal,CAD
CA00012848,2025-02-08,BR021,C501567,TLR-4734,525.77,cash deposit,CAD
CA00010647,2025-02-11,BR010,C501842,TLR-1722,203.17,cash deposit,CAD
CA00008699,2025-02-09,BR001,C502484,TLR-3308,861.31,cash deposit,CAD
CA00016326,2025-02-07,BR038,C501298,TLR-2024,1650.05,cash deposit,CAD
CA00010353,2025-02-14,BR008,C503317,TLR-3366,2151.76,cash deposit,CAD
CA00008870,2025-02-09,BR001,C501519,TLR-7542,3902.89,cash deposit,CAD
CA00009651,2025-02-24,BR004,C501160,TLR-1589,505.93,cash withdrawal,CAD
CA00009318,2025-02-21,BR003,C502639,TLR-3218,954.19,cash deposit,CAD
CA00053290,2025-02-12,BR005,W979700,TLR-4485,743.64,cash withdrawal,CAD
CA00016319,2025-02-03,BR038,C503744,TLR-3959,444.47,cash deposit,CAD
CA00012899,2025-02-28,BR021,C502605,TLR-6266,733.28,cash deposit,CAD
CA00012792,2025-02-12,BR021,C500290,TLR-9919,475.46,cash deposit,CAD
CA00011850,2025-02-18,BR016,C501094,TLR-8604,694.15,cash withdrawal,CAD
CA00010891,2025-02-11,BR011,C503766,TLR-7117,1751.11,cash withdrawal,CAD
CA00008910,2025-02-20,BR001,C503932,TLR-3715,2093.55,cash deposit,CAD
CA00009020,2025-02-09,BR002,C503226,TLR-7613,735.42,cash deposit,CAD
CA00014295,2025-02-01,BR029,C500280,TLR-7503,1600.18,cash deposit,CAD
CA00015699,2025-02-20,BR036,C501650,TLR-7213,935.24,cash withdrawal,CAD
CA00012716,2025-02-03,BR020,C501899,TLR-1270,502.04,cash withdrawal,USD
CA00015733,2025-02-17,BR036,C501900,TLR-9357,621.23,cash deposit,CAD
CA00017600,2025-02-25,BR040,C500248,TLR-7124,1865.21,cash deposit,CAD
CA00011034,2025-02-06,BR012,C501269,TLR-5172,354.12,cash deposit,CAD
CA00011130,2025-02-09,BR012,C503908,TLR-2745,1600.63,cash deposit,CAD
CA00013648,2025-02-20,BR025,C502046,TLR-7107,-624.83,cash withdrawal,CAD
CA00014681,2025-02-01,BR030,C502311,TLR-7203,2539.07,cash deposit,CAD
CA00012431,2025-02-02,BR019,C500690,TLR-1013,637.1,cash withdrawal,CAD
CA00014213,2025-02-26,BR028,C502981,TLR-8478,1638.46,cash withdrawal,CAD
CA00012572,2025-02-02,BR019,C501235,TLR-9490,590.84,cash withdrawal,CAD
CA00016984,2025-02-16,BR040,C503797,TLR-4515,1079.51,cash withdrawal,CAD
CA00009093,2025-02-03,BR002,C500575,TLR-4898,582.76,cash deposit,CAD
CA00011202,2025-02-11,BR013,C501638,TLR-2272,2709.89,cash deposit,CAD
CA00016764,2025-02-05,BR040,C503987,TLR-1531,1795.83,cash withdrawal,CAD
CA00016594,2025-02-18,BR039,C503867,TLR-3125,727.45,cash deposit,CAD
CA00016842,2025-02-22,BR040,C502018,TLR-5955,947.13,cash withdrawal,CAD
CA00017645,2025-02-07,BR040,C500735,TLR-7074,276.85,cash withdrawal,CAD
CA00011144,2025-02-09,BR013,C501037,TLR-2046,389.22,cash deposit,CAD
CA00017569,2025-02-03,BR040,C502217,TLR-3828,2197.16,cash withdrawal,CAD
CA00012755,2025-02-01,BR020,C503425,TLR-7875,1031.28,cash deposit,USD
CA00012775,2025-02-20,BR021,C501859,TLR-1500,517.63,cash withdrawal,CAD
CA00014950,2025-02-17,BR031,C500145,TLR-5003,518.1,cash withdrawal,CAD
CA00011535,2025-02-09,BR015,C502125,TLR-4574,3710.83,cash deposit,CAD
CA00010850,2025-02-01,BR011,C501571,TLR-6860,811.23,cash deposit,CAD
CA00015105,2025-02-05,BR032,C502372,TLR-4064,270.71,cash deposit,CAD
CA00011860,2025-02-03,BR016,C503448,TLR-7674,1221.58,cash withdrawal,CAD
CA00016233,2025-02-07,BR037,C503463,TLR-8872,2826.09,cash withdrawal,CAD
CA00008781,2025-02-09,BR001,C502986,TLR-8707,1448.5,cash withdrawal,CAD
CA00013779,2025-02-07,BR026,C502930,TLR-6925,-994.3,cash withdrawal,CAD
CA00010386,2025-02-10,BR008,C503136,TLR-4015,537.73,cash withdrawal,CAD
CA00012654,2025-02-12,BR020,C502216,TLR-5005,554.38,cash withdrawal,USD
CA00015035,2025-02-19,BR032,C502585,TLR-5591,543.64,cash deposit,CAD
CA00017460,2025-02-27,BR040,C500208,TLR-8383,1465.61,cash withdrawal,CAD
CA00012158,2025-02-26,BR017,C503947,TLR-5900,261.26,cash withdrawal,CAD
CA00009793,2025-02-16,BR006,C501072,TLR-5202,499.19,cash deposit,CAD
CA00009117,2025-02-11,BR002,C500235,TLR-6777,-1323.95,cash withdrawal,CAD
CA00013799,2025-02-28,BR026,C500844,TLR-7299,-4005.11,cash withdrawal,CAD
CA00009970,2025-02-17,BR006,C501168,TLR-7468,633.58,cash deposit,CAD
CA00012354,2025-02-26,BR019,C500359,TLR-4915,4544.56,cash withdrawal,CAD
CA00009367,2025-02-03,BR003,C502577,TLR-5627,1760.4,cash deposit,CAD
CA00015024,2025-02-13,BR032,C503514,TLR-5682,1003.38,cash deposit,CAD
CA00016078,2025-02-07,BR037,C503789,TLR-5781,1796.93,cash deposit,CAD
CA00009821,2025-02-26,BR006,C501741,TLR-2668,685.61,cash withdrawal,CAD
CA00009333,2025-02-08,BR003,C500770,TLR-9427,195.64,cash deposit,CAD
CA00012391,2025-02-25,BR019,C502586,TLR-5223,842.68,cash withdrawal,CAD
CA00009403,2025-02-26,BR003,C503809,TLR-7577,2408.27,cash deposit,CAD
CA00012442,2025-02-01,BR019,C501530,TLR-4534,1022.16,cash withdrawal,CAD
CA00016689,2025-02-11,BR040,C503635,TLR-1243,1717.04,cash deposit,CAD
CA00011455,2025-02-16,BR015,C501078,TLR-8882,584.67,cash deposit,CAD
CA00014680,2025-02-14,BR030,C500635,TLR-8739,1636.2,cash withdrawal,CAD
CA00011494,2025-02-22,BR015,C502789,TLR-7958,2043.56,cash deposit,CAD
CA00010302,2025-02-15,BR008,C502590,TLR-8011,1237.13,cash deposit,CAD
CA00009677,2025-02-03,BR004,C501310,TLR-4770,1684.29,cash withdrawal,CAD
CA00015259,2025-02-11,BR033,C501739,TLR-6070,1395.47,cash withdrawal,CAD
CA00014925,2025-02-28,BR031,C501914,TLR-8107,1041.01,cash deposit,CAD
CA00015745,2025-02-07,BR036,C502289,TLR-5164,1290.5,cash deposit,CAD
CA00016617,2025-02-22,BR039,C500050,TLR-7756,500.3,cash withdrawal,CAD
CA00010335,2025-02-13,BR008,C501773,TLR-2731,291.41,cash deposit,CAD
CA00010240,2025-02-25,BR007,C502943,TLR-8708,1460.33,cash withdrawal,CAD
CA00009089,2025-02-11,BR002,C502068,TLR-2314,-631.84,cash withdrawal,CAD
CA00010758,2025-02-25,BR010,C500174,TLR-7193,763.07,cash deposit,CAD
CA00014189,2025-02-27,BR028,C500728,TLR-9586,803.58,cash deposit,CAD
CA00010196,2025-02-14,BR007,C501464,TLR-8477,1296.36,cash withdrawal,CAD
CA00009629,2025-02-11,BR004,C503899,TLR-2227,684.3,cash deposit,CAD
CA00016473,2025-02-05,BR039,C502395,TLR-3525,923.76,cash deposit,CAD
CA00017445,2025-02-27,BR040,C503654,TLR-7891,1149.93,cash deposit,CAD
CA00016640,2025-02-11,BR039,C502331,TLR-2904,864.21,cash withdrawal,CAD
CA00012861,2025-02-17,BR021,C502824,TLR-6430,1461.52,cash deposit,CAD
CA00011966,2025-02-25,BR017,C502888,TLR-8836,637.06,cash withdrawal,CAD
CA00015824,2025-02-22,BR036,C503229,TLR-2060,1461.51,cash withdrawal,CAD
CA00013114,2025-02-16,BR023,C503629,TLR-5669,807.2,cash deposit,CAD
CA00010579,2025-02-11,BR009,C500793,TLR-9049,871.91,cash withdrawal,CAD
CA00008794,2025-02-13,BR001,C501952,TLR-2824,1720.53,cash withdrawal,CAD
CA00009940,2025-02-12,BR006,C500827,TLR-8716,1991.66,cash deposit,CAD
CA00011642,2025-02-03,BR015,C500091,TLR-6122,764.42,cash deposit,CAD
CA00012179,2025-02-08,BR017,C501171,TLR-1121,882.08,cash withdrawal,CAD
CA00014797,2025-02-24,BR031,C501389,TLR-8475,3324.32,cash deposit,CAD
CA00015853,2025-02-21,BR036,C502283,TLR-8488,1461.37,cash deposit,CAD
CA00011863,2025-02-17,BR016,C500326,TLR-3224,310.56,cash deposit,CAD
CA00010239,2025-02-01,BR007,C500965,TLR-1445,653.16,cash deposit,CAD
CA00010746,2025-02-14,BR010,C501750,TLR-4328,1967.78,cash deposit,CAD
CA00010644,2025-02-28,BR010,C503832,TLR-4385,1170.99,cash deposit,CAD
CA00008955,2025-02-28,BR001,C500002,TLR-6335,1763.62,cash withdrawal,CAD
CA00011827,2025-02-15,BR016,C501712,TLR-2404,1023.52,cash withdrawal,CAD
CA00015556,2025-02-16,BR035,C502817,TLR-5344,3503.01,cash withdrawal,CAD
CA00014926,2025-02-21,BR031,C503243,TLR-5053,1550.32,cash withdrawal,CAD
CA00011909,2025-02-16,BR016,C501905,TLR-7209,523.96,cash deposit,CAD
CA00016879,2025-02-11,BR040,C501880,TLR-1685,731.36,cash withdrawal,CAD
CA00011570,2025-02-26,BR015,C502318,TLR-6415,2044.99,cash deposit,CAD
CA00011783,2025-02-02,BR016,C503159,TLR-7731,796.71,cash deposit,CAD
CA00013010,2025-02-03,BR022,C503670,TLR-5059,3082.61,cash withdrawal,CAD
CA00009476,2025-02-17,BR004,C501025,TLR-6721,3264.97,cash withdrawal,CAD
CA00012911,2025-02-27,BR021,C503514,TLR-1939,1737.28,cash withdrawal,CAD
CA00011493,2025-02-14,BR015,C502530,TLR-4855,1431.71,cash withdrawal,CAD
CA00009902,2025-02-27,BR006,C500004,TLR-1854,2372.81,cash deposit,CAD
CA00017172,2025-02-14,BR040,C500820,TLR-9712,2256.12,cash withdrawal,CAD
CA00012906,2025-02-23,BR021,C503214,TLR-1680,1062.13,cash deposit,CAD
CA00013106,2025-02-03,BR023,C501288,TLR-4905,2377.64,cash withdrawal,CAD
CA00011095,2025-02-23,BR012,C503403,TLR-5684,569.39,cash withdrawal,CAD
CA00017674,2025-02-11,BR040,C500594,TLR-7988,159.4,cash withdrawal,CAD
CA00009008,2025-02-22,BR002,C501587,TLR-1169,1511.29,cash deposit,CAD
CA00014431,2025-02-12,BR030,C501491,TLR-4713,760.69,cash deposit,CAD
CA00012161,2025-02-26,BR017,C501323,TLR-4238,477.83,cash deposit,CAD
CA00012525,2025-02-07,BR019,C503370,TLR-4543,532.9,cash withdrawal,CAD
CA00013264,2025-02-26,BR024,C503803,TLR-7480,1756.59,cash withdrawal,CAD
CA00008813,2025-02-26,BR001,C500499,TLR-1192,706.77,cash withdrawal,CAD
CA00008997,2025-02-01,BR001,C500047,TLR-9202,1175.26,cash withdrawal,CAD
CA00011161,2025-02-12,BR013,C503181,TLR-9322,1596.08,cash deposit,CAD
CA00016910,2025-02-05,BR040,C500608,TLR-6019,179.38,cash deposit,CAD
CA00009715,2025-02-07,BR005,C500182,TLR-8063,922.1,cash deposit,CAD
CA00010222,2025-02-24,BR007,C500240,TLR-2983,933.92,cash deposit,CAD
CA00008891,2025-02-20,BR001,C501666,TLR-7173,1485.72,cash deposit,CAD
CA00013412,2025-02-19,BR024,C503847,TLR-9682,467.01,cash withdrawal,CAD
CA00012400,2025-02-20,BR019,C500155,TLR-4241,1057.26,cash deposit,CAD
CA00010582,2025-02-26,BR009,C502628,TLR-5950,2148.16,cash withdrawal,CAD
CA00012269,2025-02-06,BR018,C501493,TLR-3883,1272.46,cash deposit,CAD
CA00016741,2025-02-18,BR040,C503597,TLR-7006,602.97,cash withdrawal,CAD
CA00014112,2025-02-13,BR028,C501796,TLR-5657,3063.82,cash withdrawal,CAD
CA00017308,2025-02-01,BR040,C502132,TLR-3977,1114.77,cash withdrawal,CAD
CA00016371,2025-02-09,BR038,C503352,TLR-9167,2013.83,cash withdrawal,CAD
CA00011686,2025-02-19,BR015,C501178,TLR-2380,362.19,cash withdrawal,CAD
CA00010446,2025-02-10,BR008,C500739,TLR-3725,1071.6,cash withdrawal,CAD
CA00013086,2025-02-04,BR023,C501515,TLR-7971,590.31,cash withdrawal,CAD
CA00016462,2025-02-25,BR039,C500173,TLR-8055,348.65,cash withdrawal,CAD
CA00016393,2025-02-06,BR038,C503854,TLR-1695,1139.02,cash withdrawal,CAD
CA00014375,2025-02-03,BR029,C502826,TLR-1361,1381.81,cash withdrawal,CAD
CA00011108,2025-02-03,BR012,C502011,TLR-6406,1738.63,cash withdrawal,CAD
CA00009608,2025-02-22,BR004,C503404,TLR-7921,608.61,cash deposit,CAD
CA00011716,2025-02-08,BR015,C503411,TLR-7085,198.3,cash deposit,CAD
CA00013023,2025-02-27,BR022,C503121,TLR-7441,738.33,cash withdrawal,CAD
CA00013985,2025-02-19,BR027,C503242,TLR-3724,1953.95,cash deposit,CAD
CA00014034,2025-02-03,BR027,C502800,TLR-3752,819.87,cash deposit,CAD
CA00016200,2025-02-04,BR037,C502166,TLR-3454,805.22,cash withdrawal,CAD
CA00014258,2025-02-07,BR029,C501625,TLR-9581,679.39,cash deposit,CAD
CA00014820,2025-02-28,BR031,C500313,TLR-2353,206.2,cash withdrawal,CAD
CA00017186,2025-02-04,BR040,C503302,TLR-3566,1611.76,cash deposit,CAD
CA00009680,2025-02-19,BR004,C500340,TLR-9302,1262.14,cash withdrawal,CAD
CA00016647,2025-02-20,BR039,C503952,TLR-5221,2098.84,cash withdrawal,CAD
CA00011743,2025-02-15,BR016,C501810,TLR-3964,298.61,cash deposit,CAD
CA00016226,2025-02-03,BR037,C501723,TLR-1189,709.62,cash deposit,CAD
CA00014135,2025-02-11,BR028,C503019,TLR-9225,1934.89,cash deposit,CAD
CA00009923,2025-02-22,BR006,C503634,TLR-5560,525.49,cash withdrawal,CAD
CA00012622,2025-02-13,BR020,C502769,TLR-7817,4609.1,cash deposit,USD
CA00011050,2025-02-14,BR012,C500923,TLR-8610,704.97,cash withdrawal,CAD
CA00010557,2025-02-03,BR009,C502321,TLR-7579,3224.55,cash deposit,CAD
CA00012184,2025-02-03,BR018,C502387,TLR-5426,905.73,cash deposit,CAD
CA00011772,2025-02-02,BR016,C503176,TLR-2604,471.44,cash withdrawal,CAD
CA00011673,2025-02-21,BR015,C500148,TLR-4539,676.74,cash withdrawal,CAD
CA00017314,2025-02-17,BR040,C500977,TLR-6368,2099.05,cash deposit,CAD
CA00012189,2025-02-12,BR018,C503937,TLR-3298,1106.05,cash withdrawal,CAD
CA00011264,2025-02-12,BR014,C503592,TLR-6992,423.29,cash deposit,CAD
CA00011591,2025-02-13,BR015,C501387,TLR-4976,1627.44,cash withdrawal,CAD
CA00010691,2025-02-07,BR010,C502046,TLR-7812,308.45,cash withdrawal,CAD
CA00013040,2025-02-06,BR022,C500053,TLR-7047,766.03,cash deposit,CAD
CA00008851,2025-02-04,BR001,C501842,TLR-8219,800.08,cash deposit,CAD
CA00011684,2025-02-27,BR015,C503236,TLR-6229,489.25,cash withdrawal,CAD
CA00010589,2025-02-18,BR009,C501402,TLR-5929,2046.07,cash deposit,CAD
CA00010594,2025-02-27,BR009,C502942,TLR-1922,2235.14,cash withdrawal,CAD
CA00014869,2025-02-22,BR031,C502918,TLR-2585,1050.28,cash deposit,CAD
CA00012050,2025-02-19,BR017,C502333,TLR-2315,244.33,cash deposit,CAD
CA00009514,2025-02-13,BR004,C501862,TLR-7784,314.73,cash withdrawal,CAD
CA00009252,2025-02-19,BR003,C501664,TLR-2992,562.86,cash withdrawal,CAD
CA00012943,2025-02-26,BR021,C502512,TLR-5099,2617.0,cash withdrawal,CAD
CA00008721,2025-02-28,BR001,C500049,TLR-3094,1306.74,cash withdrawal,CAD
CA00015982,2025-02-05,BR037,C501460,TLR-9797,616.38,cash withdrawal,CAD
CA00009240,2025-02-06,BR003,C501522,TLR-1295,423.03,cash withdrawal,CAD
CA00014937,2025-02-05,BR031,C502370,TLR-6913,637.39,cash withdrawal,CAD
CA00012175,2025-02-17,BR017,C501622,TLR-1035,2221.54,cash deposit,CAD
CA00012327,2025-02-21,BR019,C500267,TLR-7069,892.29,cash deposit,CAD
CA00016872,2025-02-10,BR040,C502857,TLR-5028,3325.35,cash withdrawal,CAD
CA00011114,2025-02-26,BR012,C502187,TLR-8488,1430.37,cash withdrawal,CAD
CA00009464,2025-02-19,BR004,C500225,TLR-4793,1180.84,cash withdrawal,CAD
CA00014993,2025-02-16,BR032,C502609,TLR-5170,691.19,cash deposit,CAD
CA00013569,2025-02-15,BR025,C503558,TLR-8098,693.29,cash deposit,CAD
CA00011102,2025-02-02,BR012,C501764,TLR-8482,1562.63,cash withdrawal,CAD
CA00012113,2025-02-19,BR017,C501411,TLR-9698,1025.58,cash withdrawal,CAD
CA00017084,2025-02-26,BR040,C502133,TLR-1600,192.29,cash deposit,CAD
CA00010865,2025-02-05,BR011,C503888,TLR-1087,780.3,cash deposit,CAD
CA00015943,2025-02-26,BR036,C502490,TLR-2934,739.22,cash withdrawal,CAD
CA00011518,2025-02-21,BR015,C501742,TLR-1023,1336.96,cash deposit,CAD
CA00015138,2025-02-05,BR033,C500297,TLR-9546,3864.81,cash deposit,CAD
CA00017372,2025-02-06,BR040,C501638,TLR-3942,1868.47,cash withdrawal,CAD
CA00012195,2025-02-11,BR018,C502007,TLR-1515,806.67,cash withdrawal,CAD
